source,name,price,revenue,profit,description,url
QuietLight,SBA & Conv. PQ – $8M | 17-Yr-Old Multi-Channel Consumer Tech | YoY 24% Rev & 22% SDE Growth | 3.4x,"$8,000,000","$11,175,171","$2,653,336","SBA & Conv. PQ – $8M | 17-Yr-Old Multi-Channel Consumer Tech | YoY 24% Rev & 22% SDE Growth | 3.4x $8,999,000 Revenue: $11,175,171 Income: $2,653,336 Ecommerce",https://quietlight.com/listings/15298647/
QuietLight,Shopify/Amazon Sea Moss Brand | $270K+ MRR | 90%+ Gross Margin | US Made | 30%+ Growth,"$270,000","$14,323,803","$1,463,306","Under Offer Shopify/Amazon Sea Moss Brand | $270K+ MRR | 90%+ Gross Margin | US Made | 30%+ Growth $5,850,000 Revenue: $14,323,803 Income: $1,463,306 Ecommerce",https://quietlight.com/listings/12197700/
QuietLight,Established Orthotic Insole Brand | 78% YoY Growth | 75% Gross Margin | Rising AOV | Strong Brand,"$4,000,000","$6,200,291","$1,162,485","Established Orthotic Insole Brand | 78% YoY Growth | 75% Gross Margin | Rising AOV | Strong Brand $4,000,000 Revenue: $6,200,291 Income: $1,162,485 Ecommerce",https://quietlight.com/listings/17007115/
QuietLight,5-Year-Old Established Supplements Brand | 60% Returning Customers | 4-5 Hours Weekly Management,"$3,500,000","$4,736,490","$905,162","Under Offer 5-Year-Old Established Supplements Brand | 60% Returning Customers | 4-5 Hours Weekly Management $3,500,000 Revenue: $4,736,490 Income: $905,162 Ecommerce",https://quietlight.com/listings/16647116/
QuietLight,2-Year-Old Drop-Shipping Fashion Brand | Evergreen Catalog | $8 Million in Revenue | Very Low Multiple,"$1,500,000","$8,188,826","$702,801","2-Year-Old Drop-Shipping Fashion Brand | Evergreen Catalog | $8 Million in Revenue | Very Low Multiple $1,500,000 Revenue: $8,188,826 Income: $702,801 Ecommerce",https://quietlight.com/listings/15664017/
QuietLight,Growing Shopify Health and Wellness Coffee Alternative Consumable CPG Brand | $77 AOV | $20K+ MRR,"$20,000","$2,323,920","$426,262","Growing Shopify Health and Wellness Coffee Alternative Consumable CPG Brand | $77 AOV | $20K+ MRR $1,350,000 Revenue: $2,323,920 Income: $426,262 Ecommerce",https://quietlight.com/listings/17166725/
QuietLight,SBA Pre-Qualified: 30+ Year Porsche Performance Parts Manufacturing | Made in USA | $328K SDE,"$328,000","$655,399","$1,150,000","Under Offer SBA Pre-Qualified: 30+ Year Porsche Performance Parts Manufacturing | Made in USA | $328K SDE $1,150,000 Revenue: $655,399 Income: $328,062 Ecommerce",https://quietlight.com/listings/14097773/
QuietLight,SBA Eligible: 20-Year-Old USA Manufacturing Biz | Premium Automotive Products | 77% Gross Margins,"$1,000,000","$1,214,645","$308,338","SBA Eligible: 20-Year-Old USA Manufacturing Biz | Premium Automotive Products | 77% Gross Margins $1,000,000 Revenue: $1,214,645 Income: $308,338 Ecommerce",https://quietlight.com/listings/15995434/
QuietLight,11-Year-Old Patented Desk Treadmill Brand | SBA Eligible | Big Growth Opportunities,"$950,000","$898,759","$295,430","Under Offer 11-Year-Old Patented Desk Treadmill Brand | SBA Eligible | Big Growth Opportunities $950,000 Revenue: $898,759 Income: $295,430 Ecommerce",https://quietlight.com/listings/16363673/
QuietLight,SBA Pre-Qualified Diversified Musical Instrument E-Retailer: Exclusive Relationships & Strong YoY Growth,"$757,900","$1,029,058","$270,713","SBA Pre-Qualified Diversified Musical Instrument E-Retailer: Exclusive Relationships & Strong YoY Growth $757,900 Revenue: $1,029,058 Income: $270,713 Ecommerce",https://quietlight.com/listings/16985558/
QuietLight,Premium Cannabis Hardware Shopify Brand | $115 AOV | 30% Returning Customer Rate | Ready for Scale,"$690,000","$1,113,116","$275,543","Premium Cannabis Hardware Shopify Brand | $115 AOV | 30% Returning Customer Rate | Ready for Scale $690,000 Revenue: $1,113,116 Income: $275,543 Ecommerce",https://quietlight.com/listings/16012265/
QuietLight,Premium Snack Subscription Box Biz | US Supply Chain | 36% Repeat Customer Rate | 58% SDE Growth,"$615,000","$519,702","$186,558","Premium Snack Subscription Box Biz | US Supply Chain | 36% Repeat Customer Rate | 58% SDE Growth $615,000 Revenue: $519,702 Income: $186,558 Ecommerce",https://quietlight.com/listings/17224025/
QuietLight,"20-Year-Old Maternity Line | Evergreen Styles | Wholesale, Drop-Ship, and DTC Channels | $184k SDE","$184,000","$812,145","$590,000","Under Offer 20-Year-Old Maternity Line | Evergreen Styles | Wholesale, Drop-Ship, and DTC Channels | $184k SDE $590,000 Revenue: $812,145 Income: $184,609 Ecommerce",https://quietlight.com/listings/15616862/
QuietLight,5-Year-Old Video Editing Digital Products Business | 35% TTM SDE Growth,"$550,000","$723,017","$212,343","5-Year-Old Video Editing Digital Products Business | 35% TTM SDE Growth $550,000 Revenue: $723,017 Income: $212,343 Ecommerce",https://quietlight.com/listings/17148431/
QuietLight,6-Year-Old Drop-Ship Business Selling Japanese Goods | Strong Growth in 2025 | 32% Net Margins,"$499,999","$402,855","$132,309","6-Year-Old Drop-Ship Business Selling Japanese Goods | Strong Growth in 2025 | 32% Net Margins $499,999 Revenue: $402,855 Income: $132,309 Ecommerce",https://quietlight.com/listings/17555420/
QuietLight,"High-Margin, Premium Hemp Products | 40% Repeat Purchase Rate | YOY TTM 285% Rev & 388% SDE Growth","$499,000","$717,530","$200,131","Under Offer High-Margin, Premium Hemp Products | 40% Repeat Purchase Rate | YOY TTM 285% Rev & 388% SDE Growth $499,000 Revenue: $717,530 Income: $200,131 Ecommerce",https://quietlight.com/listings/15140904/
QuietLight,10 Year Old Amazon FBA and Shopify Nootropics Biz w/Solid Reputation & High Margins,"$425,000","$242,047","$142,047","10 Year Old Amazon FBA and Shopify Nootropics Biz w/Solid Reputation & High Margins $425,000 Revenue: $242,047 Income: $142,047 Ecommerce",https://quietlight.com/listings/16576760/
QuietLight,Shopify Drop-Shipping | Large Pride Social Following | 200K Active Email Subscribers | $94k SDE,"$94,000","$1,004,577","$287,000","Shopify Drop-Shipping | Large Pride Social Following | 200K Active Email Subscribers | $94k SDE $287,000 Revenue: $1,004,577 Income: $94,149 Ecommerce",https://quietlight.com/listings/11515442/
QuietLight,Premium Wristwatch Ecomm Business | 67% Net Profit Margins | Low Workload | High-Profile Collabs,"$280,000","$174,850","$118,266","Premium Wristwatch Ecomm Business | 67% Net Profit Margins | Low Workload | High-Profile Collabs $280,000 Revenue: $174,850 Income: $118,266 Ecommerce",https://quietlight.com/listings/16316699/
QuietLight,18-Year-Old Established Custom Greeting Card Business | 60% Repeat Customer Rate | $525 AOV,"$275,000","$353,903","$99,293","18-Year-Old Established Custom Greeting Card Business | 60% Repeat Customer Rate | $525 AOV $275,000 Revenue: $353,903 Income: $99,293 Ecommerce",https://quietlight.com/listings/17329259/
QuietLight,Premium Pet Accessories Wholesale Brand | Celebrity Worn | 50% Net Margins | Amazon Untapped,"$205,000","$160,956","$81,523","Premium Pet Accessories Wholesale Brand | Celebrity Worn | 50% Net Margins | Amazon Untapped $205,000 Revenue: $160,956 Income: $81,523 Ecommerce",https://quietlight.com/listings/17140416/
QuietLight,4+ Year Old SaaS Serves Thousands Of Amazon Sellers,"$10,500,000","$4,416,458","$2,622,691","4+ Year Old SaaS Serves Thousands Of Amazon Sellers Asking Price $10,500,000 Revenue: $4,416,458 Income: $2,622,691 Saas Business SBA Pre-Qual | Proprietary Saas Tools for Traders, 1700 Customers, Built-in Growth, 4.8 Star Rating Asking Price $10,000,000 Revenue: $6,155,713 Income: $2,366,119 Saas Business SBA Max $5M Pre-Approval | Exploding SaaS Trading Pla",https://quietlight.com/listings/14753270/
QuietLight,SBA Pre-Qualified: 12-Year-Old SaaS Payment Platform | $186K MRR | Owner Works Minimal Hours,"$186,000","$2,398,103","$2,069,031","SBA Pre-Qualified: 12-Year-Old SaaS Payment Platform | $186K MRR | Owner Works Minimal Hours $7,000,000 Revenue: $2,398,103 Income: $2,069,031 Saas Business",https://quietlight.com/listings/16590131/
QuietLight,7-Year-Old HOA SaaS Platform | $700K ARR | 115% NRR | +78% YoY | Integrated Payments | Clear Growth,"$700,000","$515,011","$344,050","7-Year-Old HOA SaaS Platform | $700K ARR | 115% NRR | +78% YoY | Integrated Payments | Clear Growth $4,200,000 Revenue: $515,011 Income: $344,050 Saas Business",https://quietlight.com/listings/14999261/
QuietLight,4-Year-Old Shopify App Portfolio | 4.6% YoY SDE Growth,"$1,430,000","$587,982","$408,640","Under Offer 4-Year-Old Shopify App Portfolio | 4.6% YoY SDE Growth $1,430,000 Revenue: $587,982 Income: $408,640 Saas Business",https://quietlight.com/listings/16814226/
QuietLight,SBA Pre-Qual 10 Yr Old Real Estate Content Platform | 675K Social Following | Recurring Rev Model,"$1,100,000","$1,291,152","$456,250","Under Offer SBA Pre-Qual 10 Yr Old Real Estate Content Platform | 675K Social Following | Recurring Rev Model $1,100,000 Revenue: $1,291,152 Income: $456,250 Saas Business",https://quietlight.com/listings/14524263/
QuietLight,"12-Year-Old Mobile Safety App | 6,500 Paid Subscribers | Patented Tech | SBA Eligible","$695,000","$215,355","$149,066","12-Year-Old Mobile Safety App | 6,500 Paid Subscribers | Patented Tech | SBA Eligible $695,000 Revenue: $215,355 Income: $149,066 Saas Business",https://quietlight.com/listings/14264148/
QuietLight,10-Year-Old UX Research SaaS | $263K ARR | $156K ARR In Pipeline | $724 ARPU | $11K LTV,"$263,000","$253,366","$189,267","10-Year-Old UX Research SaaS | $263K ARR | $156K ARR In Pipeline | $724 ARPU | $11K LTV $650,000 Revenue: $253,366 Income: $189,267 Saas Business",https://quietlight.com/listings/15366300/
QuietLight,14 Year Old Dental SaaS Business | <1% Monthly Churn | $2000+ LTV | 13% YoY Growth,"$350,000","$123,250","$89,619","Under Offer 14 Year Old Dental SaaS Business | <1% Monthly Churn | $2000+ LTV | 13% YoY Growth $350,000 Revenue: $123,250 Income: $89,619 Saas Business",https://quietlight.com/listings/16060068/
QuietLight,Interactive Church Livestream SaaS Platform | $1K+ Customer LTV | Sales/Marketing Experience Needed,"$1,000","$33,743",,"Interactive Church Livestream SaaS Platform | $1K+ Customer LTV | Sales/Marketing Experience Needed $50,000 Revenue: $33,743 Income: $-3,705 Saas Business",https://quietlight.com/listings/17585011/
Investors,Vegan Notebook eCommerce Business,"$5,440,000","$1,900,000","$435,908","Default Order Newest Listings Oldest Listings Alphabetically Featured Managed by Broker Vegan Notebook eCommerce Business Amazon, Ecommerce Asking Price $5,440,000 Cash Flow, Established, Internet, Profitable",https://investors.club/business/brokered/
